"Day","Hour","Season","ExamPeriod","LowSalesPeriod","DrinksSold","Size.Mean","Content.Espresso","Content.Drip","Content.Water","Content.Tea","Content.Milk","Content.SpecialtyMilk","Content.Chocolate","Content.Seasonal","Content.Juice","Trait.Cold","Trait.HighInSugar","Trait.HighInCaffeine","Trait.Froth","Temperature","DewPoint","Humidity","WindSpeed","Pressure","Clear","Fog","Rain","Snow"
2017-05-08,19,"Spring",FALSE,FALSE,11,441,0,2,9,9,0,0,0,0,0,0,0,2,11,3.9,-4.1,56,16,100.75,FALSE,FALSE,FALSE,FALSE
2017-05-08,7,"Spring",FALSE,FALSE,11,285,8,1,2,0,4,3,0,0,1,1,0,1,10,3.8,-1.6,68,18,100.36,FALSE,FALSE,FALSE,FALSE
2017-05-08,8,"Spring",FALSE,FALSE,19,325,8,5,7,5,4,2,1,0,0,0,0,5,19,3.5,-1.9,68,22,100.4,FALSE,FALSE,FALSE,FALSE
2017-05-08,9,"Spring",FALSE,FALSE,21,310,12,5,8,3,9,2,2,0,0,0,1,5,19,3.4,-2.2,67,28,100.41,FALSE,FALSE,FALSE,FALSE
2017-05-09,10,"Spring",FALSE,FALSE,17,306,10,1,2,3,12,2,2,0,0,1,0,1,15,4.6,-1.4,65,13,101.26,FALSE,FALSE,FALSE,FALSE
2017-05-09,11,"Spring",FALSE,FALSE,11,301,6,0,5,5,4,2,0,0,0,0,2,0,8,5.5,-1,63,8,101.26,FALSE,FALSE,FALSE,FALSE
2017-05-09,12,"Spring",FALSE,FALSE,17,313,11,2,0,6,13,1,2,0,0,1,5,2,12,7.1,-1.3,55,8,101.29,FALSE,FALSE,FALSE,FALSE
2017-05-09,13,"Spring",FALSE,FALSE,20,343,11,3,2,5,13,0,1,0,0,2,2,3,18,7,-1.9,53,6,101.3,FALSE,FALSE,FALSE,FALSE
2017-05-09,14,"Spring",FALSE,FALSE,19,293,9,3,3,6,10,2,2,0,0,2,3,3,14,7.3,-1.6,53,10,101.31,FALSE,FALSE,FALSE,FALSE
2017-05-09,15,"Spring",FALSE,FALSE,7,270,7,0,1,0,4,2,0,0,0,0,0,0,7,7.6,-3,47,8,101.3,FALSE,FALSE,FALSE,FALSE
2017-05-09,16,"Spring",FALSE,FALSE,12,269,5,1,3,3,4,2,2,0,0,3,2,1,10,7.6,-3.3,46,8,101.33,FALSE,FALSE,FALSE,FALSE
2017-05-09,17,"Spring",FALSE,FALSE,7,262,4,0,2,1,2,1,0,0,3,3,1,0,7,8.2,-2.1,48,2,101.34,FALSE,FALSE,FALSE,FALSE
2017-05-09,18,"Spring",FALSE,FALSE,11,344,6,2,1,4,6,2,2,0,0,0,4,2,9,8.1,-3.1,45,7,101.32,FALSE,FALSE,FALSE,FALSE
2017-05-09,19,"Spring",FALSE,FALSE,4,237,4,0,2,0,1,1,0,0,0,0,0,0,4,7,-2.7,50,12,101.33,TRUE,FALSE,FALSE,FALSE
2017-05-09,20,"Spring",FALSE,FALSE,1,473,0,0,1,1,0,0,0,0,0,0,0,0,1,6.5,-2.1,54,6,101.38,TRUE,FALSE,FALSE,FALSE
2017-05-09,7,"Spring",FALSE,FALSE,10,308,5,4,4,1,3,0,0,0,0,0,0,4,10,2.9,-2.6,67,2,101.12,FALSE,FALSE,FALSE,FALSE
2017-05-09,8,"Spring",FALSE,FALSE,15,300,8,3,5,4,6,0,0,0,0,1,1,3,15,3.7,-1.7,68,6,101.17,FALSE,FALSE,FALSE,FALSE
2017-05-09,9,"Spring",FALSE,FALSE,22,281,15,4,4,1,10,2,1,0,0,2,0,4,22,4.4,-1.4,66,13,101.23,FALSE,FALSE,FALSE,FALSE
2017-05-10,10,"Spring",FALSE,FALSE,15,292,14,0,3,0,9,4,2,0,0,0,1,0,12,10.7,-1.3,43,16,101.43,FALSE,FALSE,FALSE,FALSE
2017-05-10,11,"Spring",FALSE,FALSE,19,271,11,2,3,3,12,0,2,0,0,2,2,2,15,11.3,-0.8,43,15,101.41,FALSE,FALSE,FALSE,FALSE
2017-05-10,12,"Spring",FALSE,FALSE,20,306,12,4,3,4,9,2,1,0,0,3,1,4,17,11.1,-1,43,11,101.4,FALSE,FALSE,FALSE,FALSE
2017-05-10,13,"Spring",FALSE,FALSE,25,309,17,2,3,5,16,3,0,0,0,2,3,2,20,10.9,-1.8,41,14,101.4,FALSE,FALSE,FALSE,FALSE
2017-05-10,14,"Spring",FALSE,FALSE,13,323,7,3,1,3,3,5,0,0,1,3,2,3,12,11.5,-0.9,42,13,101.4,FALSE,FALSE,FALSE,FALSE
2017-05-10,15,"Spring",FALSE,FALSE,10,296,5,3,1,2,4,3,0,0,0,0,0,3,10,12.5,0,42,11,101.38,FALSE,FALSE,FALSE,FALSE
2017-05-10,16,"Spring",FALSE,FALSE,13,323,8,0,4,4,6,3,2,0,0,0,2,0,10,11.6,1,48,13,101.43,FALSE,FALSE,FALSE,FALSE
2017-05-10,17,"Spring",FALSE,FALSE,7,321,3,1,1,1,2,2,0,0,0,1,0,1,7,11.5,2.3,53,8,101.41,FALSE,FALSE,FALSE,FALSE
2017-05-10,18,"Spring",FALSE,FALSE,6,355,2,0,2,3,2,0,1,0,0,2,2,0,5,11.4,1.7,51,5,101.43,FALSE,FALSE,FALSE,FALSE
2017-05-10,19,"Spring",FALSE,FALSE,6,375,0,3,3,3,0,0,0,0,0,1,0,3,6,11.2,1.2,50,12,101.46,FALSE,FALSE,FALSE,FALSE
2017-05-10,20,"Spring",FALSE,FALSE,5,272,0,0,2,1,2,0,0,0,1,2,0,0,5,10.8,2.2,55,7,101.5,FALSE,FALSE,FALSE,FALSE
2017-05-10,7,"Spring",FALSE,FALSE,9,322,5,2,1,0,4,1,2,0,1,1,1,2,8,7.2,-1.2,55,9,101.45,FALSE,FALSE,FALSE,FALSE
2017-05-10,8,"Spring",FALSE,FALSE,21,293,15,3,3,2,14,2,2,0,0,0,1,3,20,8.3,-0.4,54,9,101.48,FALSE,FALSE,FALSE,FALSE
2017-05-10,9,"Spring",FALSE,FALSE,28,279,18,7,6,1,12,2,1,0,2,2,0,7,27,9.9,-2.1,43,12,101.48,FALSE,FALSE,FALSE,FALSE
2017-05-11,10,"Spring",FALSE,FALSE,18,266,15,0,5,3,12,2,1,0,0,0,3,0,15,9.2,4.6,73,28,101.53,FALSE,FALSE,FALSE,FALSE
2017-05-11,11,"Spring",FALSE,FALSE,14,296,7,6,1,1,5,2,0,0,0,0,0,6,13,9.5,5.1,74,18,101.5,FALSE,FALSE,FALSE,FALSE
2017-05-11,12,"Spring",FALSE,FALSE,15,315,6,4,0,3,6,2,3,0,0,3,3,4,13,10.2,5,70,19,101.43,FALSE,FALSE,FALSE,FALSE
2017-05-11,13,"Spring",FALSE,FALSE,17,313,10,1,4,3,9,2,2,0,0,1,2,1,15,11.3,5.4,67,23,101.36,FALSE,FALSE,FALSE,FALSE
2017-05-11,14,"Spring",FALSE,FALSE,14,313,9,1,2,4,8,2,0,0,0,1,3,1,12,12.1,5.3,63,23,101.33,FALSE,FALSE,FALSE,FALSE
2017-05-11,15,"Spring",FALSE,FALSE,10,319,4,2,4,2,5,0,1,0,0,0,1,2,9,12.3,5.5,63,21,101.32,FALSE,FALSE,FALSE,FALSE
2017-05-11,16,"Spring",FALSE,FALSE,9,289,4,2,0,1,4,1,1,0,0,3,1,2,8,13.1,5.6,60,15,101.31,FALSE,FALSE,FALSE,FALSE
2017-05-11,17,"Spring",FALSE,FALSE,11,269,4,3,0,1,4,4,2,0,0,2,1,4,11,12.8,6.7,66,21,101.31,FALSE,FALSE,FALSE,FALSE
2017-05-11,18,"Spring",FALSE,FALSE,5,284,3,0,1,1,3,0,1,0,0,1,0,0,4,12.3,6.6,68,25,101.33,FALSE,FALSE,FALSE,FALSE
2017-05-11,19,"Spring",FALSE,FALSE,5,308,2,0,3,1,2,0,2,0,0,0,2,0,3,11.9,6.6,70,23,101.33,FALSE,FALSE,FALSE,FALSE
2017-05-11,7,"Spring",FALSE,FALSE,10,258,7,1,2,1,6,0,0,0,1,1,0,1,8,9,4.6,74,25,101.52,TRUE,FALSE,FALSE,FALSE
2017-05-11,8,"Spring",FALSE,FALSE,16,318,12,2,1,1,11,2,0,0,0,1,1,2,12,9,4.6,74,28,101.56,TRUE,FALSE,FALSE,FALSE
2017-05-11,9,"Spring",FALSE,FALSE,21,321,14,3,5,6,11,0,0,0,0,2,2,3,19,9.4,5.6,77,18,101.53,TRUE,FALSE,FALSE,FALSE
2017-05-12,10,"Spring",FALSE,FALSE,22,292,13,0,3,5,12,5,1,0,0,3,3,0,18,15.4,7.3,58,13,101.39,TRUE,FALSE,FALSE,FALSE
2017-05-12,11,"Spring",FALSE,FALSE,16,355,7,2,7,6,5,2,1,0,0,2,0,3,15,15.3,6.9,57,13,101.34,TRUE,FALSE,FALSE,FALSE
2017-05-12,12,"Spring",FALSE,FALSE,17,277,11,2,2,3,10,2,1,0,0,1,2,2,12,15.8,7.4,57,13,101.29,TRUE,FALSE,FALSE,FALSE
2017-05-12,13,"Spring",FALSE,FALSE,6,315,4,1,0,2,5,0,1,0,0,2,1,1,5,16,7.3,56,10,101.26,FALSE,FALSE,FALSE,FALSE
2017-05-12,14,"Spring",FALSE,FALSE,18,256,13,3,2,1,10,3,0,0,0,1,1,3,16,18.1,8.8,54,20,101.17,FALSE,FALSE,FALSE,FALSE
2017-05-12,15,"Spring",FALSE,FALSE,13,294,8,2,4,2,7,0,3,0,0,0,3,2,9,18.4,7,47,16,101.12,FALSE,FALSE,FALSE,FALSE
2017-05-12,16,"Spring",FALSE,FALSE,12,222,9,1,7,1,5,0,0,0,0,0,0,1,11,18.2,7.4,49,15,101.1,TRUE,FALSE,FALSE,FALSE
2017-05-12,17,"Spring",FALSE,FALSE,2,473,0,0,2,2,0,0,0,0,0,0,0,0,2,17.6,7.2,50,15,101.04,TRUE,FALSE,FALSE,FALSE
2017-05-12,18,"Spring",FALSE,FALSE,10,343,0,4,2,3,1,0,0,0,0,4,0,4,10,16.7,8,56,14,101.06,TRUE,FALSE,FALSE,FALSE
2017-05-12,19,"Spring",FALSE,FALSE,6,394,3,0,4,3,2,0,1,0,0,0,0,0,6,15,7.4,60,20,101.07,TRUE,FALSE,FALSE,FALSE
2017-05-12,20,"Spring",FALSE,FALSE,2,237,2,0,0,0,2,0,0,0,0,0,0,0,0,13.6,7.2,65,17,101.07,TRUE,FALSE,FALSE,FALSE
2017-05-12,7,"Spring",FALSE,FALSE,10,302,8,1,1,0,7,0,0,0,1,1,0,1,10,10.6,6.8,77,19,101.43,TRUE,FALSE,FALSE,FALSE
2017-05-12,8,"Spring",FALSE,FALSE,19,310,15,1,3,2,11,3,2,0,1,2,1,1,18,12.5,7.2,70,14,101.42,TRUE,FALSE,FALSE,FALSE
2017-05-12,9,"Spring",FALSE,FALSE,23,265,16,5,4,1,11,1,2,0,0,0,1,6,21,13.7,7.3,65,11,101.41,TRUE,FALSE,FALSE,FALSE
2017-05-13,10,"Spring",FALSE,FALSE,29,269,20,6,2,3,15,3,0,0,1,3,2,7,26,18.7,8.5,51,26,100.83,FALSE,FALSE,FALSE,FALSE
2017-05-13,11,"Spring",FALSE,FALSE,28,272,22,4,3,2,17,3,2,0,0,1,3,4,23,18.6,7.8,49,30,100.81,FALSE,FALSE,FALSE,FALSE
2017-05-13,12,"Spring",FALSE,FALSE,16,287,12,2,2,3,8,3,0,0,0,2,1,2,15,17.6,7.2,50,24,100.79,FALSE,FALSE,FALSE,FALSE
2017-05-13,13,"Spring",FALSE,FALSE,24,293,16,2,6,5,13,2,1,0,0,3,3,2,16,17.7,7.8,52,22,100.77,FALSE,FALSE,FALSE,FALSE
2017-05-13,14,"Spring",FALSE,FALSE,17,264,12,2,1,2,12,1,0,0,0,2,0,2,13,17.6,7.5,51,19,100.73,FALSE,FALSE,FALSE,FALSE
2017-05-13,15,"Spring",FALSE,FALSE,19,293,13,0,3,7,13,1,0,0,0,7,3,0,17,15.6,10.6,72,9,100.7,FALSE,FALSE,FALSE,FALSE
2017-05-13,16,"Spring",FALSE,FALSE,20,241,10,2,3,6,11,0,3,0,0,4,3,2,17,15.4,10.4,72,13,100.68,FALSE,FALSE,FALSE,FALSE
2017-05-13,17,"Spring",FALSE,FALSE,13,248,8,1,0,1,9,1,3,0,0,1,1,1,10,14,10.8,81,17,100.65,FALSE,FALSE,TRUE,FALSE
2017-05-13,18,"Spring",FALSE,FALSE,7,321,5,0,2,2,5,0,0,0,0,0,0,0,6,13,9.7,80,14,100.65,FALSE,FALSE,TRUE,FALSE
2017-05-13,19,"Spring",FALSE,FALSE,6,276,3,0,1,0,4,1,4,0,0,0,3,0,3,12.7,10.6,87,8,100.66,FALSE,FALSE,TRUE,FALSE
2017-05-13,20,"Spring",FALSE,FALSE,1,355,1,0,1,0,0,0,0,0,0,0,0,0,1,11.9,10.8,93,8,100.66,FALSE,FALSE,TRUE,FALSE
2017-05-13,8,"Spring",FALSE,FALSE,2,325,1,0,0,0,1,0,0,0,1,1,0,0,2,14.9,8.2,64,21,100.9,FALSE,FALSE,FALSE,FALSE
2017-05-13,9,"Spring",FALSE,FALSE,12,259,10,0,2,1,9,0,0,0,0,1,0,0,10,16.7,8,56,25,100.87,FALSE,FALSE,FALSE,FALSE
2017-05-14,10,"Spring",FALSE,FALSE,29,269,22,3,9,3,15,2,1,0,0,1,1,3,26,10.5,7,79,17,100.25,FALSE,FALSE,TRUE,FALSE
2017-05-14,11,"Spring",FALSE,FALSE,19,304,8,3,3,6,10,3,3,0,0,1,6,3,11,10.4,7.1,80,15,100.21,FALSE,FALSE,TRUE,FALSE
2017-05-14,12,"Spring",FALSE,FALSE,19,283,15,0,4,3,12,2,5,0,0,1,3,0,15,10.4,7.3,81,13,100.17,FALSE,FALSE,TRUE,FALSE
2017-05-14,13,"Spring",FALSE,FALSE,10,331,7,1,4,2,4,1,0,0,0,0,0,1,10,10.7,7.6,81,8,100.13,FALSE,FALSE,TRUE,FALSE
2017-05-14,14,"Spring",FALSE,FALSE,15,300,10,2,1,2,11,0,3,0,1,1,2,2,13,10.9,7.4,79,9,100.07,FALSE,FALSE,TRUE,FALSE
2017-05-14,15,"Spring",FALSE,FALSE,13,268,8,2,2,2,7,2,0,0,0,2,1,2,9,11.6,7.6,76,5,100,FALSE,FALSE,TRUE,FALSE
2017-05-14,16,"Spring",FALSE,FALSE,21,301,14,4,1,1,16,0,2,0,0,2,1,4,16,12,7.4,73,15,99.95,FALSE,FALSE,FALSE,FALSE
2017-05-14,17,"Spring",FALSE,FALSE,10,355,3,1,5,6,2,1,2,0,0,1,1,1,9,12.6,6.7,67,14,99.93,FALSE,FALSE,FALSE,FALSE
2017-05-14,18,"Spring",FALSE,FALSE,9,263,9,0,1,0,8,0,1,0,0,0,0,0,9,11.2,7.4,77,22,99.96,FALSE,FALSE,FALSE,FALSE
2017-05-14,19,"Spring",FALSE,FALSE,4,296,4,0,1,0,3,0,0,0,0,0,0,0,3,10.2,7.6,84,15,100,FALSE,FALSE,FALSE,FALSE
2017-05-14,9,"Spring",FALSE,FALSE,13,318,9,3,1,0,6,2,0,0,0,1,0,3,12,10.4,6.6,77,17,100.27,FALSE,FALSE,TRUE,FALSE
2017-05-15,10,"Spring",FALSE,FALSE,19,263,15,3,1,1,13,0,0,0,1,1,0,4,16,16.8,7.3,53,23,100.14,FALSE,FALSE,FALSE,FALSE
2017-05-15,11,"Spring",FALSE,FALSE,19,333,12,2,2,4,12,2,1,0,1,2,3,2,17,19.3,7.2,45,30,100.13,FALSE,FALSE,FALSE,FALSE
2017-05-15,12,"Spring",FALSE,FALSE,19,305,13,3,6,3,9,1,0,0,0,3,0,3,18,19.1,6,42,24,100.12,FALSE,FALSE,FALSE,FALSE
2017-05-15,13,"Spring",FALSE,FALSE,13,364,4,5,2,4,4,0,0,0,0,3,0,5,13,21,7.4,41,23,100.15,FALSE,FALSE,FALSE,FALSE
2017-05-15,14,"Spring",FALSE,FALSE,11,280,6,0,1,4,6,2,0,0,0,5,2,0,7,22.1,5.7,34,33,100.12,FALSE,FALSE,FALSE,FALSE
2017-05-15,15,"Spring",FALSE,FALSE,22,248,15,2,3,3,12,3,1,0,0,3,2,2,18,21.4,4.6,33,17,100.12,FALSE,FALSE,FALSE,FALSE
2017-05-15,16,"Spring",FALSE,FALSE,8,303,3,1,2,4,5,0,1,0,0,1,4,1,4,21.9,6.7,37,23,100.15,FALSE,FALSE,FALSE,FALSE
2017-05-15,17,"Spring",FALSE,FALSE,15,264,5,0,7,7,7,0,1,0,2,6,2,0,12,21.7,5.8,35,30,100.21,FALSE,FALSE,FALSE,FALSE
2017-05-15,18,"Spring",FALSE,FALSE,11,293,4,1,3,6,6,0,0,0,0,1,1,1,9,21.6,5.7,35,20,100.24,FALSE,FALSE,FALSE,FALSE
2017-05-15,19,"Spring",FALSE,FALSE,7,338,3,0,3,4,2,0,0,0,0,2,0,0,6,19.5,6.7,43,28,100.35,TRUE,FALSE,FALSE,FALSE
2017-05-15,20,"Spring",FALSE,FALSE,2,355,2,0,1,0,1,0,1,0,0,0,0,0,2,17.9,6.9,48,22,100.43,TRUE,FALSE,FALSE,FALSE
2017-05-15,7,"Spring",FALSE,FALSE,4,266,3,1,0,1,3,0,0,0,0,0,1,1,4,12,7.6,74,20,100.11,FALSE,FALSE,FALSE,FALSE
2017-05-15,8,"Spring",FALSE,FALSE,10,319,5,3,0,2,5,2,0,0,0,0,2,3,8,13.6,7.2,65,26,100.11,FALSE,FALSE,FALSE,FALSE
2017-05-15,9,"Spring",FALSE,FALSE,24,276,18,2,5,4,13,3,1,0,0,1,1,2,23,15.8,7.6,58,27,100.16,FALSE,FALSE,FALSE,FALSE
2017-05-16,10,"Spring",FALSE,FALSE,15,302,9,2,3,3,8,1,1,0,0,3,0,2,14,17.1,8.6,57,10,101.02,TRUE,FALSE,FALSE,FALSE
2017-05-16,11,"Spring",FALSE,FALSE,11,323,9,1,1,1,6,2,1,0,0,4,1,1,11,18.3,8.9,54,13,101.01,TRUE,FALSE,FALSE,FALSE
2017-05-16,12,"Spring",FALSE,FALSE,16,255,10,1,5,4,8,2,0,0,0,4,0,2,15,19.9,9.6,51,16,100.94,TRUE,FALSE,FALSE,FALSE
2017-05-16,13,"Spring",FALSE,FALSE,6,315,5,1,2,0,2,1,0,0,0,2,0,1,6,20.8,6.9,40,16,100.93,TRUE,FALSE,FALSE,FALSE
2017-05-16,14,"Spring",FALSE,FALSE,13,268,8,3,2,2,5,3,0,0,0,5,1,3,9,22.2,7,37,26,100.88,TRUE,FALSE,FALSE,FALSE
2017-05-16,15,"Spring",FALSE,FALSE,11,344,5,1,4,4,4,0,0,0,0,3,1,1,9,22,7.6,39,28,100.81,TRUE,FALSE,FALSE,FALSE
2017-05-16,16,"Spring",FALSE,FALSE,5,284,3,1,1,1,1,2,0,0,0,1,0,1,5,22.3,8.2,40,33,100.78,FALSE,FALSE,FALSE,FALSE
2017-05-16,17,"Spring",FALSE,FALSE,8,370,3,1,3,4,2,1,1,0,0,1,2,1,7,21.7,7.7,40,27,100.74,FALSE,FALSE,FALSE,FALSE
2017-05-16,18,"Spring",FALSE,FALSE,10,343,4,1,5,4,4,0,0,0,0,3,1,1,10,21.4,8.1,42,22,100.73,FALSE,FALSE,FALSE,FALSE
2017-05-16,19,"Spring",FALSE,FALSE,5,267,3,1,2,1,0,1,1,0,0,0,0,2,5,19.6,7.8,46,21,100.77,TRUE,FALSE,FALSE,FALSE
2017-05-16,20,"Spring",FALSE,FALSE,2,414,0,0,1,1,0,0,0,0,0,1,0,0,2,19.1,7.7,47,20,100.82,TRUE,FALSE,FALSE,FALSE
2017-05-16,7,"Spring",FALSE,FALSE,8,281,5,1,1,0,4,1,0,0,0,1,0,2,7,13.4,7.7,68,13,101.02,TRUE,FALSE,FALSE,FALSE
2017-05-16,8,"Spring",FALSE,FALSE,10,296,7,1,2,1,5,1,0,0,0,3,0,1,9,14.9,7.8,62,14,101.01,TRUE,FALSE,FALSE,FALSE
2017-05-16,9,"Spring",FALSE,FALSE,27,300,17,6,9,5,9,3,0,0,0,7,2,7,25,16,8.1,59,18,101.09,TRUE,FALSE,FALSE,FALSE
2017-05-17,10,"Spring",FALSE,FALSE,15,276,7,3,6,5,5,1,0,0,0,6,0,3,15,23,13.6,55,14,100.41,FALSE,FALSE,FALSE,FALSE
2017-05-17,11,"Spring",FALSE,FALSE,12,296,8,0,3,1,4,3,0,0,0,6,0,0,12,24.7,14.1,51,18,100.39,FALSE,FALSE,FALSE,FALSE
2017-05-17,12,"Spring",FALSE,FALSE,15,323,10,1,2,4,9,2,3,0,0,3,1,1,15,27.3,16.2,50,20,100.28,FALSE,FALSE,FALSE,FALSE
2017-05-17,13,"Spring",FALSE,FALSE,10,334,6,2,2,2,5,0,0,0,0,4,0,2,10,28.5,16.3,47,24,100.23,TRUE,FALSE,FALSE,FALSE
2017-05-17,14,"Spring",FALSE,FALSE,14,321,10,2,1,1,11,0,0,0,0,9,0,3,14,28.7,15.8,45,39,100.2,TRUE,FALSE,FALSE,FALSE
2017-05-17,15,"Spring",FALSE,FALSE,13,294,8,1,5,6,4,1,1,0,0,7,2,1,13,28.6,16.1,46,38,100.16,TRUE,FALSE,FALSE,FALSE
2017-05-17,16,"Spring",FALSE,FALSE,9,256,3,1,3,3,2,1,0,0,0,4,0,1,8,27.3,15.5,48,33,100.18,FALSE,FALSE,FALSE,FALSE
2017-05-17,17,"Spring",FALSE,FALSE,8,214,4,1,3,1,2,0,1,0,0,4,0,1,7,26.6,15.5,50,32,100.14,FALSE,FALSE,FALSE,FALSE
2017-05-17,18,"Spring",FALSE,FALSE,11,301,1,5,3,4,2,1,0,0,0,5,1,5,10,26.5,15.4,50,40,100.15,FALSE,FALSE,FALSE,FALSE
2017-05-17,19,"Spring",FALSE,FALSE,4,325,2,1,1,1,1,0,0,0,0,3,0,1,4,26.2,14.8,49,43,100.17,FALSE,FALSE,FALSE,FALSE
2017-05-17,20,"Spring",FALSE,FALSE,1,473,0,0,1,1,0,0,0,0,0,0,0,0,1,25.5,14.8,51,41,100.18,FALSE,FALSE,FALSE,FALSE
2017-05-17,7,"Spring",FALSE,FALSE,7,355,3,3,1,1,3,0,0,0,0,2,0,3,7,16,9.9,67,15,100.58,FALSE,FALSE,FALSE,FALSE
2017-05-17,8,"Spring",FALSE,FALSE,12,286,8,4,4,0,4,1,0,0,0,0,0,4,12,19,11.4,61,8,100.54,FALSE,FALSE,FALSE,FALSE
2017-05-17,9,"Spring",FALSE,FALSE,29,296,21,3,3,5,18,4,1,0,0,5,2,4,25,22.1,12.8,55,6,100.48,FALSE,FALSE,FALSE,FALSE
2017-05-18,10,"Spring",FALSE,FALSE,7,292,4,2,2,1,2,0,0,0,0,1,0,2,7,26.8,16.3,52,32,100.15,TRUE,FALSE,FALSE,FALSE
2017-05-18,11,"Spring",FALSE,FALSE,11,290,8,1,1,2,5,4,0,0,0,2,1,1,10,28.2,16.4,48,36,100.14,TRUE,FALSE,FALSE,FALSE
2017-05-18,12,"Spring",FALSE,FALSE,8,325,5,1,1,1,4,2,1,0,0,5,0,1,8,30.1,16.8,44,31,100.07,TRUE,FALSE,FALSE,FALSE
2017-05-18,13,"Spring",FALSE,FALSE,23,319,12,4,1,6,9,3,1,0,0,15,1,4,23,29.3,16.7,46,40,100.04,TRUE,FALSE,FALSE,FALSE
2017-05-18,14,"Spring",FALSE,FALSE,6,276,2,1,3,3,1,1,0,0,0,4,0,1,6,29.9,16.6,44,41,99.99,TRUE,FALSE,FALSE,FALSE
2017-05-18,15,"Spring",FALSE,FALSE,16,288,11,1,4,6,9,1,1,0,0,9,2,1,14,29.6,16.7,45,37,99.91,TRUE,FALSE,FALSE,FALSE
2017-05-18,16,"Spring",FALSE,FALSE,5,260,3,1,1,1,2,1,0,0,0,3,0,1,4,29,16.4,46,39,99.82,TRUE,FALSE,FALSE,FALSE
2017-05-18,17,"Spring",FALSE,FALSE,9,296,3,2,1,3,3,0,0,0,0,3,2,2,8,29,15,42,41,99.74,TRUE,FALSE,FALSE,FALSE
2017-05-18,18,"Spring",FALSE,FALSE,5,260,1,0,3,4,0,1,0,0,0,4,0,0,5,28,13.8,41,46,99.71,TRUE,FALSE,FALSE,FALSE
2017-05-18,19,"Spring",FALSE,FALSE,10,252,8,0,2,1,6,1,2,0,0,4,0,0,8,26.5,14.2,46,26,99.82,FALSE,FALSE,FALSE,FALSE
2017-05-18,7,"Spring",FALSE,FALSE,10,264,7,2,0,0,6,1,1,0,0,1,1,2,8,23.3,15.2,60,22,100.26,TRUE,FALSE,FALSE,FALSE
2017-05-18,8,"Spring",FALSE,FALSE,22,312,15,3,5,4,10,5,1,0,0,3,3,3,17,25.2,15.4,54,26,100.23,TRUE,FALSE,FALSE,FALSE
2017-05-18,9,"Spring",FALSE,FALSE,18,299,11,4,2,1,8,1,0,0,0,5,0,4,17,26.5,16.6,54,23,100.19,TRUE,FALSE,FALSE,FALSE
2017-05-19,10,"Spring",FALSE,FALSE,13,273,9,3,2,1,6,2,0,0,0,0,1,3,11,12.5,5.2,61,13,101,FALSE,FALSE,FALSE,FALSE
2017-05-19,11,"Spring",FALSE,FALSE,14,304,8,4,1,2,7,2,2,0,0,0,1,4,11,13.2,4.9,57,16,101.06,FALSE,FALSE,FALSE,FALSE
2017-05-19,12,"Spring",FALSE,FALSE,10,343,5,3,2,2,5,0,1,0,0,2,1,3,10,14.2,5.9,57,11,101.08,FALSE,FALSE,FALSE,FALSE
2017-05-19,13,"Spring",FALSE,FALSE,20,272,11,5,5,3,7,2,0,0,0,4,0,5,17,15.6,3.8,45,17,101.14,TRUE,FALSE,FALSE,FALSE
2017-05-19,14,"Spring",FALSE,FALSE,21,276,11,4,4,4,10,1,1,0,0,5,0,4,20,16.6,4.4,44,25,101.19,TRUE,FALSE,FALSE,FALSE
2017-05-19,15,"Spring",FALSE,FALSE,12,276,10,0,1,1,8,1,1,0,0,4,0,0,9,17.6,-0.1,30,18,101.24,TRUE,FALSE,FALSE,FALSE
2017-05-19,16,"Spring",FALSE,FALSE,3,276,1,2,0,0,1,0,0,0,0,0,0,2,3,18,-1.7,26,7,101.23,TRUE,FALSE,FALSE,FALSE
2017-05-19,17,"Spring",FALSE,FALSE,4,325,2,0,1,2,1,1,0,0,0,2,0,0,4,17.9,-2.9,24,22,101.31,TRUE,FALSE,FALSE,FALSE
2017-05-19,19,"Spring",FALSE,FALSE,5,260,3,0,2,0,2,0,0,0,0,1,0,0,5,15.5,-2.4,29,19,101.48,TRUE,FALSE,FALSE,FALSE
2017-05-19,20,"Spring",FALSE,FALSE,2,296,1,0,1,0,0,0,0,0,0,1,0,0,2,14.4,-3.4,29,27,101.59,TRUE,FALSE,FALSE,FALSE
2017-05-19,7,"Spring",FALSE,FALSE,7,270,4,2,1,0,3,1,1,0,0,0,1,2,6,12.9,8.2,73,21,100.69,FALSE,FALSE,FALSE,FALSE
2017-05-19,8,"Spring",FALSE,FALSE,18,253,15,2,2,1,9,3,1,0,0,0,1,2,15,12,4.8,61,22,100.86,FALSE,FALSE,FALSE,FALSE
2017-05-19,9,"Spring",FALSE,FALSE,36,271,23,6,6,3,18,4,0,0,2,4,0,6,33,12.5,5.2,61,17,100.91,FALSE,FALSE,FALSE,FALSE
2017-05-20,10,"Spring",FALSE,FALSE,27,296,22,2,3,2,18,3,3,0,1,2,3,2,24,10.8,-1.9,41,7,102.58,FALSE,FALSE,FALSE,FALSE
2017-05-20,11,"Spring",FALSE,FALSE,19,280,14,1,2,1,13,4,2,0,0,1,2,1,17,12.1,-1.4,39,8,102.55,FALSE,FALSE,FALSE,FALSE
